n_iter,roc_auc_selector,mcc_selector,accuracy_selector,precision_selector,recall_selector,f1_score_selector,id_add,acquisition_add,id_forget,acquisition_forget,id_prior_al
28,,,,,,,[271],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12]"
29,,,,,,,[1441],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271]"
30,0.6564298971342288,0.3171437572111176,0.7881773399014779,0.8350458758543208,0.5750495454402467,0.5712174888641316,[872],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441]"
31,,,,,,,[844],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872]"
32,,,,,,,[1664],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844]"
33,,,,,,,[551],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664]"
34,,,,,,,[1610],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551]"
35,,,,,,,[588],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610]"
36,,,,,,,[240],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588]"
37,,,,,,,[1168],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240]"
38,,,,,,,[451],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168]"
39,,,,,,,[863],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451]"
40,0.7215310327471768,0.43783372487451583,0.8167487684729065,0.8233981693363844,0.6481906739228455,0.6744910204419432,[557],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863]"
41,,,,,,,[1965],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557]"
42,,,,,,,[615],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965]"
43,,,,,,,[715],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615]"
44,,,,,,,[1045],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715]"
45,,,,,,,[1049],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045]"
46,,,,,,,[1876],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049]"
47,,,,,,,[1466],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876]"
48,,,,,,,[1739],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466]"
49,,,,,,,[1405],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739]"
50,0.7367669109859805,0.4495138308073592,0.819704433497537,0.8304713003264418,0.6528594796942339,0.6804799380725067,[520],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405]"
51,,,,,,,[1274],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520]"
52,,,,,,,[547],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274]"
53,,,,,,,[670],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547]"
54,,,,,,,[847],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670]"
55,,,,,,,[1368],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847]"
56,,,,,,,[401],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368]"
57,,,,,,,[2029],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401]"
58,,,,,,,[1825],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029]"
59,,,,,,,[626],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825]"
60,0.7138685289460716,0.43985330198248895,0.8167487684729065,0.8453384352862092,0.6400589302379229,0.6651092000510878,[267],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626]"
61,,,,,,,[579],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267]"
62,,,,,,,[1801],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579]"
63,,,,,,,[725],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801]"
64,,,,,,,[1031],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725]"
65,,,,,,,[512],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031]"
66,,,,,,,[480],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512]"
67,,,,,,,[51],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480]"
68,,,,,,,[943],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51]"
69,,,,,,,[1887],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943]"
70,0.7206476034687052,0.44275559162713796,0.8177339901477833,0.8385064234578798,0.6447775435947445,0.6708825483181752,[776],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887]"
71,,,,,,,[460],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776]"
72,,,,,,,[1231],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460]"
73,,,,,,,[1580],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231]"
74,,,,,,,[1747],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231, 1580]"
75,,,,,,,[976],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231, 1580, 1747]"
76,,,,,,,[573],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231, 1580, 1747, 976]"
77,,,,,,,[1127],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231, 1580, 1747, 976, 573]"
78,,,,,,,[444],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231, 1580, 1747, 976, 573, 1127]"
79,,,,,,,[957],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231, 1580, 1747, 976, 573, 1127, 444]"
80,0.7125342099468369,0.43888012408213933,0.8167487684729065,0.8372844827586207,0.6427695114662305,0.668314639905549,[599],[],[],[],"[625, 727, 759, 389, 93, 204, 1465, 1081, 1841, 1130, 2003, 571, 826, 963, 1216, 81, 980, 1699, 1787, 1707, 255, 406, 876, 1928, 21, 1635, 1602, 812, 1180, 12, 271, 1441, 872, 844, 1664, 551, 1610, 588, 240, 1168, 451, 863, 557, 1965, 615, 715, 1045, 1049, 1876, 1466, 1739, 1405, 520, 1274, 547, 670, 847, 1368, 401, 2029, 1825, 626, 267, 579, 1801, 725, 1031, 512, 480, 51, 943, 1887, 776, 460, 1231, 1580, 1747, 976, 573, 1127, 444, 957]"
